V1,Gene,Input.x,Rank.x,baseMean.x,Input.y,Rank.y,baseMean.y,logMeanExpression,RankDiff,MeanRank,Shrinkage,num.trans,Variant_Alleles,Dfam_conserved,Dfam_simple
1694,ENSG00000068697,TPM,2987,20473.27732,Counts,3036,20775.04451,10.33724204,-49,3011.5,None,2,,,
1839,ENSG00000285928,TPM,3171,24.65962771,Counts,3122,24.86292931,3.613376843,49,3146.5,None,1,,,
1852,ENSG00000198825,TPM,3186,532.6736394,Counts,3137,539.4455545,6.687602771,49,3161.5,None,21,,,
245,ENSG00000158483,TPM,939,40.57545482,Counts,891,40.41739445,4.107329098,48,915,None,7,,,
544,ENSG00000073331,TPM,1449,135.0888119,Counts,1401,135.8162599,5.313190914,48,1425,None,19,,,
811,ENSG00000205476,TPM,1830,161.8466017,Counts,1782,162.0664412,5.492566762,48,1806,None,7,,,
875,ENSG00000169914,TPM,1913,648.6529733,Counts,1865,644.7838465,6.878372705,48,1889,None,3,,,
903,ENSG00000210082,TPM,1948,428805.2781,Counts,1996,435091.6537,13.37909814,-48,1972,None,1,,,
1049,ENSG00000225377,TPM,2146,132.2374626,Counts,2194,131.0233426,5.286999227,-48,2170,None,4,,,
1212,ENSG00000119669,TPM,2364,229.948235,Counts,2316,233.3249198,5.848202233,48,2340,None,1,,,
1214,ENSG00000157617,TPM,2367,276.1369734,Counts,2319,278.6447809,6.029384809,48,2343,None,8,,,
1346,ENSG00000282034,TPM,2539,37.31657397,Counts,2491,38.01067043,4.03108361,48,2515,None,1,,,
1448,ENSG00000286951,TPM,2662,95.38138674,Counts,2614,96.60195852,4.967605072,48,2638,None,1,,,
1535,ENSG00000180008,TPM,2767,1613.2459,Counts,2719,1637.01207,7.796367238,48,2743,None,4,,,
1537,ENSG00000104522,TPM,2773,35.75233189,Counts,2725,36.25425836,3.986749349,48,2749,None,16,,,
1561,ENSG00000259429,TPM,2804,104.757768,Counts,2756,106.0214966,5.061128872,48,2780,None,4,,,
1640,ENSG00000064042,TPM,2910,1324.771337,Counts,2958,1342.736025,7.598970269,-48,2934,None,22,,,
1700,ENSG00000197769,TPM,2999,52.28068201,Counts,3047,53.03322834,4.366878684,-48,3023,None,1,,,
1891,ENSG00000258424,TPM,3236,34.59767321,Counts,3188,34.95131083,3.952652891,48,3212,None,1,,,
461,ENSG00000259763,TPM,1310,50.92503195,Counts,1263,51.30598304,4.338310136,47,1286.5,None,2,,,
597,ENSG00000137033,TPM,1531,96.34419834,Counts,1484,95.96043155,4.972063641,47,1507.5,None,5,,,
832,ENSG00000245750,TPM,1856,116.9879973,Counts,1809,118.1193091,5.170754707,47,1832.5,None,73,,,
947,ENSG00000164933,TPM,2001,366.8462526,Counts,1954,371.6637292,6.314775765,47,1977.5,None,5,,,
1082,ENSG00000101850,TPM,2187,105.5315197,Counts,2140,106.6695777,5.068063022,47,2163.5,None,5,,,
1494,ENSG00000243107,TPM,2720,29.43729499,Counts,2673,29.9350824,3.793348387,47,2696.5,None,1,,,
1605,ENSG00000162104,TPM,2863,92.77623105,Counts,2910,93.98954763,4.940005404,-47,2886.5,None,7,,,
1652,ENSG00000185344,TPM,2933,533.5700907,Counts,2886,537.8719061,6.687739386,47,2909.5,None,13,,,
1699,ENSG00000260711,TPM,2995,147.7428075,Counts,2948,149.8461805,5.405672432,47,2971.5,None,1,,,
1714,ENSG00000125485,TPM,3014,245.8584857,Counts,2967,249.002148,5.914474317,47,2990.5,None,7,,,
1722,ENSG00000140497,TPM,3025,213.2561635,Counts,2978,214.9462189,5.770597381,47,3001.5,None,12,,,
1764,ENSG00000111664,TPM,3079,165.2094233,Counts,3032,166.6634278,5.515608374,47,3055.5,None,10,,,
1817,ENSG00000153982,TPM,3143,408.4078583,Counts,3096,412.590409,6.421139327,47,3119.5,None,7,,,
227,ENSG00000120937,TPM,896,33.39917295,Counts,850,33.91860421,3.919166928,46,873,None,1,,,
232,ENSG00000075035,TPM,905,89.27459208,Counts,859,88.53190214,4.894405126,46,882,None,13,,,
512,ENSG00000140470,TPM,1397,43.89722532,Counts,1351,43.55217673,4.184692659,46,1374,None,9,,,
644,ENSG00000181322,TPM,1596,263.3035685,Counts,1550,266.6839432,5.983043036,46,1573,None,9,,,
788,ENSG00000247363,TPM,1797,70.3293261,Counts,1751,71.19284249,4.662738352,46,1774,None,3,,,
824,ENSG00000244270,TPM,1845,112.3563591,Counts,1799,114.1558244,5.132465072,46,1822,None,1,,,
1012,ENSG00000006715,TPM,2093,5674.919478,Counts,2139,5754.89313,9.053963254,-46,2116,None,14,,,
1054,ENSG00000114353,TPM,2153,177.2162371,Counts,2107,179.6455284,5.58739472,46,2130,None,12,,,
1125,ENSG00000112320,TPM,2247,201.295683,Counts,2201,203.4843763,5.713857785,46,2224,None,4,,,
1288,ENSG00000226516,TPM,2467,58.16967233,Counts,2421,58.62877615,4.47145661,46,2444,None,2,,,
1356,ENSG00000148734,TPM,2549,83.03615327,Counts,2503,84.29495667,4.829781712,46,2526,None,1,,,
1365,ENSG00000158470,TPM,2560,230.6879963,Counts,2514,233.9290167,5.851203431,46,2537,None,1,,,
1381,ENSG00000172731,TPM,2577,122.3568682,Counts,2531,124.0463601,5.216999107,46,2554,None,7,,,
1465,ENSG00000187266,TPM,2681,64.27862613,Counts,2635,65.20328861,4.573475891,46,2658,None,8,,,
1486,ENSG00000233237,TPM,2708,560.4490373,Counts,2662,567.9734805,6.738668685,46,2685,None,15,,,
1619,ENSG00000178125,TPM,2881,379.4762969,Counts,2835,382.1816823,6.346630845,46,2858,None,13,,,
1703,ENSG00000151470,TPM,3002,501.9035308,Counts,2956,502.7787913,6.624454165,46,2979,None,6,,,
1829,ENSG00000101439,TPM,3159,455.922567,Counts,3205,462.0738848,6.532275352,-46,3182,None,3,,,
78,ENSG00000271723,TPM,561,19.77491549,Counts,606,20.18595225,3.396784044,-45,583.5,None,4,,,
333,ENSG00000187122,TPM,1090,38.64773494,Counts,1045,32.4755933,4.005249773,45,1067.5,None,7,,,
549,ENSG00000148842,TPM,1459,480.5956564,Counts,1414,475.4454024,6.576912866,45,1436.5,None,4,,,
686,ENSG00000169288,TPM,1654,797.1574787,Counts,1609,806.9973841,7.090623495,45,1631.5,None,6,,,
723,ENSG00000257354,TPM,1703,351.2916394,Counts,1658,356.5726019,6.27208035,45,1680.5,None,1,,,
782,ENSG00000170540,TPM,1789,26631.30807,Counts,1834,27007.05756,10.59999999,-45,1811.5,None,8,,,
804,ENSG00000279400,TPM,1820,94.76552551,Counts,1775,96.64509327,4.96346033,45,1797.5,None,1,,,
858,ENSG00000072832,TPM,1890,284.7186256,Counts,1845,288.8871995,6.061834995,45,1867.5,None,6,,,
931,ENSG00000119698,TPM,1979,145.8800531,Counts,1934,147.6730277,5.392338383,45,1956.5,None,6,,,
1243,ENSG00000221955,TPM,2410,174.012546,Counts,2365,174.2346542,5.565017881,45,2387.5,None,16,,,
1294,ENSG00000270562,TPM,2477,10.66853626,Counts,2432,10.78500318,2.77639633,45,2454.5,None,1,,,
1451,ENSG00000135473,TPM,2665,849.4231567,Counts,2620,858.4092152,7.153542723,45,2642.5,None,21,,,
1513,ENSG00000163071,TPM,2744,362.4561576,Counts,2699,367.3721426,6.302879434,45,2721.5,None,10,,,
1609,ENSG00000206560,TPM,2867,1256.281306,Counts,2912,1270.161285,7.545052456,-45,2889.5,None,15,,,
1782,ENSG00000204334,TPM,3102,51.63352013,Counts,3057,52.31807131,4.354045743,45,3079.5,None,1,,,
1855,ENSG00000197381,TPM,3190,168.7332499,Counts,3235,169.7251146,5.535741689,-45,3212.5,None,15,,,
1908,ENSG00000103769,TPM,3256,7219.238173,Counts,3301,7318.437889,9.294539701,-45,3278.5,None,9,,,
560,ENSG00000103044,TPM,1478,201.7183371,Counts,1434,204.8027024,5.717421335,44,1456,None,5,,,
645,ENSG00000164299,TPM,1598,94.26457626,Counts,1554,94.86442548,4.953689486,44,1576,None,2,,,
736,ENSG00000287038,TPM,1725,124.2140033,Counts,1681,126.0048799,5.232265398,44,1703,None,1,,,
885,ENSG00000225555,TPM,1924,49.45554526,Counts,1880,49.96166581,4.309944776,44,1902,None,1,,,
909,ENSG00000143429,TPM,1954,252.3303989,Counts,1998,245.9060655,5.927681558,-44,1976,None,6,,,
990,ENSG00000086189,TPM,2062,159.801823,Counts,2018,159.7410955,5.479272869,44,2040,None,6,,,
1260,ENSG00000176714,TPM,2432,661.8031926,Counts,2388,670.4885526,6.904798381,44,2410,None,3,,,
1385,ENSG00000135333,TPM,2581,382.6933109,Counts,2537,387.4006341,6.356790809,44,2559,None,2,,,
1541,ENSG00000165280,TPM,2779,493.903269,Counts,2735,492.1257917,6.606604462,44,2757,None,13,,,
1542,ENSG00000173698,TPM,2780,477.3787983,Counts,2736,484.2602071,6.578568898,44,2758,None,11,,,
1725,ENSG00000137819,TPM,3030,148.3050472,Counts,2986,146.5597616,5.400805938,44,3008,None,6,,,
1756,ENSG00000136682,TPM,3068,4131.167228,Counts,3112,4191.038149,8.736599577,-44,3090,None,11,,,
1914,ENSG00000196922,TPM,3264,1081.815062,Counts,3308,1095.351398,7.396022828,-44,3286,None,8,,,
6,ENSG00000115919,TPM,237,38.87985761,Counts,280,21.75587213,3.907167108,-43,258.5,None,9,,,
532,ENSG00000116209,TPM,1429,10340.31673,Counts,1472,10491.39386,9.654129231,-43,1450.5,None,9,,,
540,ENSG00000110047,TPM,1442,29.88617708,Counts,1399,30.07730322,3.804990619,43,1420.5,None,13,,,
596,ENSG00000123338,TPM,1530,16.31566067,Counts,1573,11.33955577,3.09038035,-43,1551.5,None,8,,,
632,ENSG00000129007,TPM,1579,156.9553167,Counts,1536,159.0300629,5.465822822,43,1557.5,None,8,,,
876,ENSG00000184661,TPM,1914,42.72406329,Counts,1957,42.35078503,4.157310845,-43,1935.5,None,5,,,
971,ENSG00000254986,TPM,2033,74.7219321,Counts,1990,75.67946279,4.723501191,43,2011.5,None,16,,,
984,ENSG00000163110,TPM,2053,37024.67418,Counts,2096,37543.73412,10.92946716,-43,2074.5,None,23,,,
1017,ENSG00000276842,TPM,2098,210.4835967,Counts,2055,213.4740127,5.759597441,43,2076.5,None,1,,,
1102,ENSG00000167767,TPM,2216,13.25633784,Counts,2173,13.30871867,2.991257134,43,2194.5,None,3,,,
1245,ENSG00000233967,TPM,2412,99.30376663,Counts,2369,100.0555762,5.006169034,43,2390.5,None,4,,,
1256,ENSG00000112031,TPM,2426,654.653797,Counts,2383,657.2551465,6.890895315,43,2404.5,None,11,,,
1399,ENSG00000136010,TPM,2601,103.0146677,Counts,2644,100.5824042,5.032435075,-43,2622.5,None,7,,,
1567,ENSG00000081307,TPM,2811,845.3692735,Counts,2768,854.6879534,7.148906318,43,2789.5,None,14,,,
1586,ENSG00000236714,TPM,2839,182.4087848,Counts,2796,182.4011763,5.611701443,43,2817.5,None,25,,,
1637,ENSG00000162817,TPM,2905,112.0215709,Counts,2862,113.5427176,5.128672696,43,2883.5,None,1,,,
1854,ENSG00000170419,TPM,3189,151.9082167,Counts,3146,150.3951613,5.425415977,43,3167.5,None,8,,,
1931,ENSG00000145730,TPM,3287,3921.521117,Counts,3330,3975.759903,8.684299763,-43,3308.5,None,27,,,
1964,ENSG00000204393,TPM,3332,8.409660101,Counts,3289,8.556514128,2.540650136,43,3310.5,None,2,,,
163,ENSG00000164932,TPM,759,66.35196505,Counts,717,66.83684446,4.602871419,42,738,None,4,,,
420,ENSG00000204283,TPM,1244,55.62952383,Counts,1202,55.9546679,4.426125548,42,1223,None,2,,,
548,ENSG00000100941,TPM,1456,6262.089053,Counts,1498,6344.757826,9.152125067,-42,1477,None,6,,,
831,ENSG00000164188,TPM,1855,99.96687796,Counts,1813,100.6779714,5.012672309,42,1834,None,4,,,
857,ENSG00000286615,TPM,1889,53.28128577,Counts,1931,52.14570796,4.373920616,-42,1910,None,7,,,
864,ENSG00000198554,TPM,1900,876.2270342,Counts,1858,884.112048,7.184085455,42,1879,None,5,,,
940,ENSG00000036672,TPM,1992,105.3471446,Counts,1950,106.5800504,5.066619644,42,1971,None,7,,,
991,ENSG00000091428,TPM,2064,79.68662325,Counts,2106,76.20835127,4.76891016,-42,2085,None,15,,,
1113,ENSG00000143367,TPM,2232,290.4948312,Counts,2190,293.2762582,6.080237406,42,2211,None,7,,,
1259,ENSG00000198888,TPM,2430,35614.55398,Counts,2472,36134.87752,10.89083289,-42,2451,None,1,,,
1312,ENSG00000151746,TPM,2501,2223.186504,Counts,2459,2245.024666,8.115430871,42,2480,None,10,,,
1511,ENSG00000138778,TPM,2740,330.6420164,Counts,2782,326.5783625,6.202396232,-42,2761,None,7,,,
1559,ENSG00000242614,TPM,2800,32.10561169,Counts,2758,32.44189552,3.877981295,42,2779,None,1,,,
1575,ENSG00000236438,TPM,2823,44.46357836,Counts,2781,43.51033183,4.192963569,42,2802,None,3,,,
1670,ENSG00000116539,TPM,2956,2676.9064,Counts,2998,2715.406971,8.302664893,-42,2977,None,17,,,
1762,ENSG00000122026,TPM,3075,29072.90702,Counts,3117,29491.75342,10.68781786,-42,3096,None,10,,,
1794,ENSG00000077380,TPM,3116,6221.784175,Counts,3158,6310.893417,9.146039783,-42,3137,None,25,,,
1806,ENSG00000198034,TPM,3129,12665.97333,Counts,3171,12851.62326,9.857013414,-42,3150,None,5,,,
148,ENSG00000237945,TPM,729,72.46614846,Counts,688,73.35904683,4.692683429,41,708.5,None,20,,,
473,ENSG00000280322,TPM,1329,116.2328047,Counts,1288,117.7600073,5.165430386,41,1308.5,None,1,,,
477,ENSG00000179431,TPM,1336,141.889674,Counts,1295,143.4499728,5.36417374,41,1315.5,None,2,,,
849,ENSG00000151892,TPM,1878,45.87546177,Counts,1837,46.52183352,4.236081054,41,1857.5,None,5,,,
880,ENSG00000131044,TPM,1919,503.6528189,Counts,1878,507.8885957,6.630151736,41,1898.5,None,13,,,
997,ENSG00000078328,TPM,2072,175.4395059,Counts,2031,176.3325074,5.574454652,41,2051.5,None,38,,,
1030,ENSG00000178184,TPM,2117,173.5477968,Counts,2076,175.6501902,5.565948092,41,2096.5,None,3,,,
1119,ENSG00000215217,TPM,2241,118.0485358,Counts,2200,119.1854495,5.179766127,41,2220.5,None,2,,,
1154,ENSG00000124731,TPM,2292,256.8086162,Counts,2251,259.8734917,5.957766497,41,2271.5,None,7,,,
1186,ENSG00000186951,TPM,2334,512.0814305,Counts,2293,511.5239959,6.643585843,41,2313.5,None,12,,,
1216,ENSG00000172456,TPM,2370,423.6222166,Counts,2329,428.6836668,6.458281934,41,2349.5,None,25,,,
1265,ENSG00000198301,TPM,2439,2152.923431,Counts,2398,2161.292248,8.081341931,41,2418.5,None,10,,,
1350,ENSG00000055917,TPM,2543,5487.164917,Counts,2584,5563.469627,9.020256736,-41,2563.5,None,9,,,
1400,ENSG00000114503,TPM,2602,5491.397538,Counts,2643,5570.524609,9.021194765,-41,2622.5,None,13,,,
1456,ENSG00000103042,TPM,2671,126.117697,Counts,2630,127.7739306,5.247048611,41,2650.5,None,16,,,
1458,ENSG00000250893,TPM,2674,134.4387762,Counts,2633,136.2374387,5.311023775,41,2653.5,None,1,,,
1582,ENSG00000146085,TPM,2834,2874.725951,Counts,2875,2917.042916,8.374072519,-41,2854.5,None,1,,,
1631,ENSG00000142178,TPM,2898,48.17496106,Counts,2939,48.98475852,4.285892045,-41,2918.5,None,6,,,
1731,ENSG00000136014,TPM,3037,186.5413801,Counts,3078,181.0100484,5.624185017,-41,3057.5,None,8,,,
1810,ENSG00000245067,TPM,3134,155.8379651,Counts,3093,158.3173814,5.459571283,41,3113.5,None,3,,,
1837,ENSG00000146281,TPM,3169,1500.910795,Counts,3210,1522.896802,7.72416344,-41,3189.5,None,1,,,
1838,ENSG00000173933,TPM,3170,3657.016523,Counts,3211,3703.397872,8.614086746,-41,3190.5,None,13,,,
1846,ENSG00000215386,TPM,3180,2148.520059,Counts,3221,2168.080004,8.081029691,-41,3200.5,None,143,,,
1924,ENSG00000114784,TPM,3278,2371.868753,Counts,3319,2406.819319,8.18179833,-41,3298.5,None,4,,,
63,ENSG00000244398,TPM,512,15.37717753,Counts,472,15.6518944,3.144286956,40,492,None,1,,,
79,ENSG00000238276,TPM,562,165.7498643,Counts,522,163.2581135,5.510921255,40,542,None,10,,,
150,ENSG00000163138,TPM,732,408.5460214,Counts,772,371.7857487,6.387617928,-40,752,None,33,,,
253,ENSG00000075651,TPM,953,169.7292947,Counts,913,160.4384087,5.521254893,40,933,None,17,,,
444,ENSG00000127124,TPM,1286,34.23518709,Counts,1246,33.74138562,3.933899557,40,1266,None,7,,,
467,ENSG00000186297,TPM,1321,104.2682251,Counts,1281,105.7783223,5.057247763,40,1301,None,11,,,
542,ENSG00000148344,TPM,1447,25.2811726,Counts,1407,25.62884614,3.640098676,40,1427,None,2,,,
598,ENSG00000108963,TPM,1532,38.798793,Counts,1492,38.65189718,4.062591418,40,1512,None,18,,,
605,ENSG00000108799,TPM,1542,446.7233171,Counts,1502,448.8734077,6.50900759,40,1522,None,24,,,
655,ENSG00000287117,TPM,1610,103.3285029,Counts,1570,104.5602505,5.047344061,40,1590,None,1,,,
938,ENSG00000109738,TPM,1989,604.9399831,Counts,1949,610.42063,6.813609749,40,1969,None,7,,,
969,ENSG00000146592,TPM,2028,1085.177981,Counts,1988,1094.956245,7.397963479,40,2008,None,15,,,
1016,ENSG00000163319,TPM,2097,3023.311433,Counts,2137,3042.369618,8.421672163,-40,2117,None,9,,,
1297,ENSG00000102098,TPM,2482,510.0965435,Counts,2442,514.420914,6.642886983,40,2462,None,5,,,
1332,ENSG00000198538,TPM,2524,3889.664629,Counts,2564,3893.362868,8.671860206,-40,2544,None,8,,,
1341,ENSG00000276600,TPM,2533,15.30058239,Counts,2493,14.69957622,3.120176209,40,2513,None,5,,,
1362,ENSG00000181472,TPM,2555,281.1176542,Counts,2515,285.3110514,6.049198359,40,2535,None,1,,,
1505,ENSG00000146809,TPM,2731,16.37247126,Counts,2691,16.7157865,3.208031821,40,2711,None,7,,,
1583,ENSG00000143819,TPM,2835,151.6656713,Counts,2795,153.7581583,5.431732036,40,2815,None,6,,,
1600,ENSG00000093167,TPM,2857,712.8646681,Counts,2817,719.9275818,6.978053859,40,2837,None,20,,,
1602,ENSG00000134644,TPM,2859,8678.361267,Counts,2899,8784.539602,9.478123089,-40,2879,None,23,,,
1651,ENSG00000109944,TPM,2932,681.3187222,Counts,2972,689.6151606,6.93354612,-40,2952,None,4,,,
1662,ENSG00000189144,TPM,2946,391.6916617,Counts,2906,393.1653429,6.377193392,40,2926,None,17,,,
1856,ENSG00000105879,TPM,3191,3677.611417,Counts,3231,3724.464351,8.619721547,-40,3211,None,8,,,
151,ENSG00000188677,TPM,734,89.63890432,Counts,773,83.88094395,4.879610292,-39,753.5,None,10,,,
203,ENSG00000138347,TPM,856,21.79543294,Counts,817,21.63843824,3.484761637,39,836.5,None,5,,,
215,ENSG00000132965,TPM,881,18.62304511,Counts,920,18.82339461,3.333444542,-39,900.5,None,3,,,
361,ENSG00000187783,TPM,1139,180.1056044,Counts,1100,182.5092568,5.60344721,39,1119.5,None,3,,,
435,ENSG00000250358,TPM,1274,57.91779301,Counts,1235,58.52244692,4.467963665,39,1254.5,None,6,,,
531,ENSG00000135838,TPM,1428,381.875838,Counts,1389,385.6025602,6.353808349,39,1408.5,None,12,,,
609,ENSG00000105928,TPM,1548,226.3285378,Counts,1509,228.356423,5.830434947,39,1528.5,None,14,,,
647,ENSG00000170745,TPM,1601,32.02404015,Counts,1562,32.5045286,3.876940849,39,1581.5,None,5,,,
743,ENSG00000162783,TPM,1734,138.9666271,Counts,1695,141.1670097,5.344963004,39,1714.5,None,1,,,
793,ENSG00000267534,TPM,1802,162.2435451,Counts,1763,164.7216122,5.499642012,39,1782.5,None,1,,,
809,ENSG00000179841,TPM,1828,218.6284706,Counts,1789,221.0915997,5.796587308,39,1808.5,None,2,,,
842,ENSG00000270149,TPM,1871,456.3440629,Counts,1832,463.054992,6.533602133,39,1851.5,None,2,,,
917,ENSG00000197776,TPM,1964,282.4115528,Counts,1925,285.0330724,6.051919952,39,1944.5,None,6,,,
949,ENSG00000182916,TPM,2003,587.9109939,Counts,1964,596.3755687,6.786828432,39,1983.5,None,2,,,
960,ENSG00000166130,TPM,2017,311.1085009,Counts,1978,315.525171,6.150327862,39,1997.5,None,3,,,
1010,ENSG00000113749,TPM,2091,146.0566103,Counts,2052,148.1141408,5.394144143,39,2071.5,None,4,,,
1031,ENSG00000125845,TPM,2118,197.5276437,Counts,2079,200.4902993,5.696330757,39,2098.5,None,1,,,
1253,ENSG00000154127,TPM,2423,117.8210049,Counts,2384,116.9953618,5.172293072,39,2403.5,None,8,,,
1291,ENSG00000129128,TPM,2471,3034.450494,Counts,2510,3077.081527,8.427922812,-39,2490.5,None,4,,,
1375,ENSG00000171940,TPM,2571,559.5170421,Counts,2532,566.8930435,6.736923735,39,2551.5,None,5,,,
1408,ENSG00000133816,TPM,2612,205.3506906,Counts,2573,206.0639502,5.731341433,39,2592.5,None,36,,,
1472,ENSG00000147231,TPM,2691,369.7787995,Counts,2652,369.9649442,6.31853788,39,2671.5,None,6,,,
1480,ENSG00000156876,TPM,2700,690.4000719,Counts,2661,700.3588669,6.947533054,39,2680.5,None,2,,,
1568,ENSG00000143942,TPM,2813,160.0750323,Counts,2774,162.3309892,5.485794473,39,2793.5,None,1,,,
1697,ENSG00000287508,TPM,2991,50.11840347,Counts,2952,50.73111287,4.323920182,39,2971.5,None,1,,,
1711,ENSG00000182628,TPM,3010,1665.459427,Counts,3049,1656.67926,7.821562553,-39,3029.5,None,10,,,
1864,ENSG00000198570,TPM,3200,21.02675898,Counts,3161,21.12375168,3.452797398,39,3180.5,None,2,,,
1877,ENSG00000072415,TPM,3219,4074.156166,Counts,3258,4134.130869,8.722778959,-39,3238.5,None,13,,,
465,ENSG00000183036,TPM,1317,10200.09139,Counts,1355,10348.76394,9.640463839,-38,1336,None,4,,,
570,ENSG00000224958,TPM,1490,107.1335211,Counts,1452,108.4677889,5.083683849,38,1471,None,7,,,
617,ENSG00000019991,TPM,1559,29.7517235,Counts,1597,28.60875843,3.785463883,-38,1578,None,11,,,
661,ENSG00000185250,TPM,1620,257.3436649,Counts,1582,260.102548,5.959444687,38,1601,None,8,,,
807,ENSG00000272398,TPM,1825,195.9719585,Counts,1787,198.7660338,5.688177939,38,1806,None,8,,,
1029,ENSG00000118508,TPM,2116,96.23321175,Counts,2078,97.6906601,4.977275263,38,2097,None,1,,,
1034,ENSG00000175305,TPM,2121,157.5708469,Counts,2083,152.9096741,5.45543087,38,2102,None,8,,,
1044,ENSG00000286866,TPM,2140,8.12109564,Counts,2102,8.198631796,2.503107631,38,2121,None,1,,,
1084,ENSG00000164128,TPM,2191,347.789714,Counts,2153,348.9239747,6.258149658,38,2172,None,7,,,
1139,ENSG00000165490,TPM,2268,234.9280573,Counts,2230,233.6969714,5.862996153,38,2249,None,12,,,
1231,ENSG00000249437,TPM,2390,899.5736733,Counts,2352,909.9399322,7.211219879,38,2371,None,10,,,
1461,ENSG00000156261,TPM,2677,9349.00056,Counts,2715,9486.54786,9.553382018,-38,2696,None,12,,,
1482,ENSG00000126814,TPM,2703,882.9348236,Counts,2665,892.2876301,7.192241228,38,2684,None,3,,,
1717,ENSG00000103550,TPM,3018,488.7025117,Counts,2980,494.7192644,6.60131455,38,2999,None,5,,,
1732,ENSG00000197111,TPM,3038,1501.63797,Counts,3076,1523.087094,7.724526853,-38,3057,None,26,,,
1743,ENSG00000056586,TPM,3054,2806.886023,Counts,3016,2842.150042,8.349475133,38,3035,None,10,,,
1776,ENSG00000166949,TPM,3095,1493.624734,Counts,3133,1515.273224,7.719245936,-38,3114,None,15,,,
1833,ENSG00000266918,TPM,3164,148.8748827,Counts,3126,151.0501388,5.41342996,38,3145,None,1,,,
1836,ENSG00000114209,TPM,3168,3544.728233,Counts,3206,3596.157517,8.583506448,-38,3187,None,18,,,
1948,ENSG00000145782,TPM,3310,5833.822925,Counts,3348,5905.067739,9.080955433,-38,3329,None,13,,,
1952,ENSG00000185022,TPM,3314,59.56656001,Counts,3276,60.23387181,4.49628676,38,3295,None,8,,,
61,ENSG00000135269,TPM,503,92.69805811,Counts,466,91.89471665,4.931919713,37,484.5,None,11,,,
250,ENSG00000168016,TPM,948,29.40048677,Counts,911,29.53074636,3.787952091,37,929.5,None,7,,,
314,ENSG00000243649,TPM,1051,124.4016613,Counts,1014,125.4135351,5.231688282,37,1032.5,None,14,,,
330,ENSG00000099860,TPM,1083,40.18386998,Counts,1046,39.77081699,4.095498537,37,1064.5,None,7,,,
434,ENSG00000184182,TPM,1273,218.3290604,Counts,1236,217.8735482,5.79077279,37,1254.5,None,23,,,
485,ENSG00000162913,TPM,1358,153.3815946,Counts,1321,154.9770419,5.441855282,37,1339.5,None,7,,,
604,ENSG00000142541,TPM,1539,27461.95888,Counts,1576,27860.70293,10.6308504,-37,1557.5,None,22,,,
659,ENSG00000255036,TPM,1617,59.50283548,Counts,1580,60.28711481,4.495872964,37,1598.5,None,4,,,
750,ENSG00000286000,TPM,1746,274.5252819,Counts,1709,278.333967,6.025122377,37,1727.5,None,1,,,
762,ENSG00000158427,TPM,1761,342.4456685,Counts,1724,347.2439985,6.246237896,37,1742.5,None,6,,,
922,ENSG00000111348,TPM,1969,16.21826418,Counts,1932,16.41866485,3.195713502,37,1950.5,None,9,,,
928,ENSG00000163322,TPM,1976,1501.611373,Counts,1939,1522.766728,7.72444432,37,1957.5,None,9,,,
954,ENSG00000183696,TPM,2009,38.87810305,Counts,2046,39.28775958,4.069402459,-37,2027.5,None,12,,,
965,ENSG00000079841,TPM,2023,142.2185079,Counts,1986,143.9802494,5.366950459,37,2004.5,None,20,,,
974,ENSG00000174808,TPM,2036,829.7372509,Counts,1999,835.6421131,7.128943566,37,2017.5,None,2,,,
1172,ENSG00000063046,TPM,2319,13939.02909,Counts,2356,14143.56059,9.952792317,-37,2337.5,None,14,,,
1174,ENSG00000174498,TPM,2321,37.38120416,Counts,2358,38.04473091,4.032532448,-37,2339.5,None,5,,,
1215,ENSG00000131462,TPM,2369,409.3311179,Counts,2332,415.3036509,6.424841379,37,2350.5,None,5,,,
1337,ENSG00000103275,TPM,2529,253.1018686,Counts,2492,255.73873,5.94272387,37,2510.5,None,24,,,
1369,ENSG00000125630,TPM,2564,1457.952939,Counts,2527,1469.172345,7.692815563,37,2545.5,None,17,,,
1437,ENSG00000162433,TPM,2650,7133.107997,Counts,2687,7237.595031,9.282838275,-37,2668.5,None,8,,,
1718,ENSG00000163565,TPM,3020,109.3918394,Counts,2983,108.6558318,5.098156157,37,3001.5,None,14,,,
1816,ENSG00000198298,TPM,3141,102.6000118,Counts,3104,103.894516,5.040500003,37,3122.5,None,4,,,
140,ENSG00000274512,TPM,701,28.38227682,Counts,737,29.10510911,3.759683417,-36,719,None,2,,,
498,ENSG00000280291,TPM,1376,93.72981424,Counts,1340,95.0535448,4.950578,36,1358,None,1,,,
666,ENSG00000175130,TPM,1627,340.7854506,Counts,1591,345.5738681,6.241390983,36,1609,None,1,,,
735,ENSG00000084234,TPM,1723,4059.285495,Counts,1759,4118.205515,8.719053983,-36,1741,None,26,,,
808,ENSG00000235288,TPM,1826,431.1428595,Counts,1790,437.3063949,6.476658555,36,1808,None,3,,,
942,ENSG00000183137,TPM,1995,1306.550201,Counts,1959,1319.579796,7.583929276,36,1977,None,24,,,
945,ENSG00000270362,TPM,1998,69.29522839,Counts,1962,70.41293128,4.649203282,36,1980,None,1,,,
1020,ENSG00000231616,TPM,2102,324.6315308,Counts,2066,329.1008439,6.192734512,36,2084,None,15,,,
