X,GENEID,Alignment.x,Rank.x,baseMean.x,Alignment.y,Rank.y,baseMean.y,logMeanExpression,RankDiff,MeanRank,num.trans,Description,Gene_name,Somatic_recombination_before_transcription,Variant_Alleles,Dfam_conserved,Dfam_simple
460,ENSG00000149131,STAR,2674,811.3936897,HISAT2,2525,772.1642276,7.087971123,149,2599.5,NA,,,,,,
461,ENSG00000224958,STAR,2736,365.2007009,HISAT2,2587,336.4233473,6.279294811,149,2661.5,NA,,,,,,
462,ENSG00000159147,STAR,3159,386.4148937,HISAT2,3010,372.525689,6.350323147,149,3084.5,NA,,,,,,
463,ENSG00000133103,STAR,3735,3034.110279,HISAT2,3586,2947.166559,8.413540895,149,3660.5,NA,,,,,,
464,ENSG00000174748,STAR,3918,73681.05279,HISAT2,3769,69311.75412,11.59300137,149,3843.5,NA,,,,,,
465,ENSG00000170310,STAR,3957,1169.849299,HISAT2,3808,1094.099252,7.448274992,149,3882.5,NA,,,,,,
466,ENSG00000242866,STAR,1134,88.40471624,HISAT2,986,81.09537095,4.859443357,148,1060,NA,,,,,,
467,ENSG00000090530,STAR,1660,71.76201916,HISAT2,1512,68.48868528,4.663499109,148,1586,NA,,,,,,
468,ENSG00000137522,STAR,2036,110.146703,HISAT2,1888,104.6189475,5.090408284,148,1962,NA,,,,,,
469,ENSG00000204311,STAR,2091,243.2332943,HISAT2,1943,232.7000914,5.884945972,148,2017,NA,,,,,,
470,ENSG00000171823,STAR,2277,90.33581524,HISAT2,2425,88.32946454,4.90156827,-148,2351,2,,,,,,
471,ENSG00000109089,STAR,3140,243.1135098,HISAT2,2992,233.9131969,5.886298758,148,3066,1,,,,,,
472,ENSG00000162927,STAR,3199,577.8386939,HISAT2,3051,559.2767491,6.753994436,148,3125,NA,,,,,,
473,ENSG00000147121,STAR,4120,935.179416,HISAT2,3972,886.7905018,7.228805394,148,4046,NA,,,,,,
474,ENSG00000283498,STAR,4323,1635.254034,HISAT2,4175,1577.560931,7.79318858,148,4249,NA,,,,,,
475,ENSG00000008282,STAR,4356,4845.17556,HISAT2,4208,4724.914764,8.882895874,148,4282,7,,,,,,
476,ENSG00000232044,STAR,741,25.98302882,HISAT2,888,26.00146351,3.663145164,-147,814.5,NA,,,,,,
477,ENSG00000239218,STAR,1315,48.11670898,HISAT2,1462,45.80846053,4.262974752,-147,1388.5,NA,,,,,,
478,ENSG00000259925,STAR,2028,86.63370097,HISAT2,2175,83.64853429,4.855601754,-147,2101.5,NA,,,,,,
479,ENSG00000160688,STAR,2573,163.1253144,HISAT2,2426,155.5408977,5.484364322,147,2499.5,NA,,,,,,
480,ENSG00000163644,STAR,3502,1429.011395,HISAT2,3355,1366.480123,7.655509698,147,3428.5,NA,,,,,,
481,ENSG00000182986,STAR,3969,1182.108884,HISAT2,3822,1089.019288,7.453920167,147,3895.5,NA,,,,,,
482,ENSG00000178980,STAR,4417,7562.334049,HISAT2,4270,6994.53623,9.311054304,147,4343.5,NA,,,,,,
483,ENSG00000102910,STAR,4437,2621.017478,HISAT2,4290,2517.26312,8.263499974,147,4363.5,NA,,,,,,
484,ENSG00000064655,STAR,634,15.56369227,HISAT2,488,14.37190537,3.124549539,146,561,NA,,,,,,
485,ENSG00000105373,STAR,1401,62.75117523,HISAT2,1547,50.39939069,4.47677837,-146,1474,NA,,,,,,
486,ENSG00000118432,STAR,2170,204.9722584,HISAT2,2024,200.4082559,5.720889925,146,2097,NA,,,,,,
487,ENSG00000075826,STAR,2541,262.5176388,HISAT2,2687,251.4724736,5.961659444,-146,2614,NA,,,,,,
488,ENSG00000173334,STAR,3222,473.5161863,HISAT2,3076,454.3041826,6.552034562,146,3149,4,,,,,,
489,ENSG00000092068,STAR,3242,1559.116382,HISAT2,3096,1481.393815,7.74058322,146,3169,NA,,,,,,
490,ENSG00000286757,STAR,3245,285.4851049,HISAT2,3099,275.1881378,6.047559334,146,3172,NA,,,,,,
491,ENSG00000090686,STAR,3743,764.6725658,HISAT2,3597,737.9700379,7.033204485,146,3670,NA,,,,,,
492,ENSG00000138085,STAR,4110,4015.510619,HISAT2,3964,3832.51929,8.688077974,146,4037,NA,,,,,,
493,ENSG00000134283,STAR,4139,2468.41793,HISAT2,3993,2357.415414,8.201694639,146,4066,NA,,,,,,
494,ENSG00000180113,STAR,1137,30.9380765,HISAT2,992,29.39339142,3.820669974,145,1064.5,NA,,,,,,
495,ENSG00000173406,STAR,1525,67.99034059,HISAT2,1670,66.82207302,4.619086672,-145,1597.5,NA,,,,,,
496,ENSG00000133687,STAR,2993,182.8937524,HISAT2,2848,178.613929,5.606539724,145,2920.5,NA,,,,,,
497,ENSG00000147364,STAR,3289,945.046072,HISAT2,3144,921.5091641,7.24836228,145,3216.5,NA,,,,,,
498,ENSG00000135205,STAR,3293,1364.07493,HISAT2,3148,1307.522788,7.60978109,145,3220.5,NA,,,,,,
499,ENSG00000132199,STAR,3519,1301.126933,HISAT2,3374,1233.309008,7.558924295,145,3446.5,NA,,,,,,
500,ENSG00000178053,STAR,4049,19018.01493,HISAT2,3904,18492.49832,10.24935353,145,3976.5,NA,,,,,,
501,ENSG00000156508,STAR,4167,280999.9543,HISAT2,4022,263103.9616,12.93011738,145,4094.5,NA,,,,,,
502,ENSG00000147419,STAR,4204,2220.832308,HISAT2,4059,2110.723996,8.094437755,145,4131.5,NA,,,,,,
503,ENSG00000175061,STAR,4250,3482.864855,HISAT2,4105,3292.836801,8.542721212,145,4177.5,NA,,,,,,
504,ENSG00000140564,STAR,856,24.41167618,HISAT2,712,20.49914632,3.545622329,144,784,NA,,,,,,
505,ENSG00000214391,STAR,1420,6485.355305,HISAT2,1564,5522.342401,9.132003247,-144,1492,1,,,,,,
506,ENSG00000126216,STAR,2851,192.2293307,HISAT2,2995,184.5440846,5.65073808,-144,2923,3,,,,,,
507,ENSG00000224429,STAR,3256,181.2749208,HISAT2,3112,174.5726316,5.593078957,144,3184,NA,,,,,,
508,ENSG00000179029,STAR,4086,887.8520523,HISAT2,3942,850.5857854,7.18018026,144,4014,NA,,,,,,
509,ENSG00000140307,STAR,4130,2071.483786,HISAT2,3986,1861.309809,8.00708021,144,4058,NA,,,,,,
510,ENSG00000173163,STAR,4136,1593.846248,HISAT2,3992,1398.678215,7.737697115,144,4064,NA,,,,,,
511,ENSG00000154518,STAR,4226,2879.664374,HISAT2,4082,2727.462045,8.353119029,144,4154,5,,,,,,
512,ENSG00000110422,STAR,4269,7553.226252,HISAT2,4125,7425.068447,9.329523358,144,4197,NA,,,,,,
513,ENSG00000148572,STAR,4271,938.761456,HISAT2,4127,915.7746158,7.241830906,144,4199,NA,,,,,,
514,ENSG00000152558,STAR,4288,3616.83293,HISAT2,4144,3542.460723,8.591941284,144,4216,NA,,,,,,
515,ENSG00000235272,STAR,4341,2266.067721,HISAT2,4197,2149.052425,8.113903895,144,4269,NA,,,,,,
516,ENSG00000272398,STAR,1843,201.3683415,HISAT2,1700,191.660876,5.694401206,143,1771.5,8,,,,,,
517,ENSG00000237491,STAR,2827,423.4423799,HISAT2,2684,399.7037481,6.435018725,143,2755.5,NA,,,,,,
518,ENSG00000106415,STAR,3426,1086.990619,HISAT2,3283,1044.234312,7.383435128,143,3354.5,NA,,,,,,
519,ENSG00000148541,STAR,3462,810.6221315,HISAT2,3319,775.0621614,7.08853666,143,3390.5,NA,,,,,,
520,ENSG00000215093,STAR,3810,3693.214367,HISAT2,3667,2101.945472,8.46467538,143,3738.5,NA,,,,,,
521,ENSG00000185129,STAR,3884,1296.94333,HISAT2,3741,1259.209901,7.563485225,143,3812.5,5,,,,,,
522,ENSG00000185278,STAR,2773,434.4039304,HISAT2,2915,416.3629243,6.465499715,-142,2844,NA,,,,,,
523,ENSG00000116793,STAR,3764,1391.379483,HISAT2,3622,1344.976584,7.632337062,142,3693,NA,,,,,,
524,ENSG00000145703,STAR,3978,3672.705075,HISAT2,3836,3560.156447,8.603881454,142,3907,NA,,,,,,
525,ENSG00000146729,STAR,4152,840.4517091,HISAT2,4010,816.0922865,7.12969639,142,4081,NA,,,,,,
526,ENSG00000226380,STAR,1368,71.86703376,HISAT2,1509,70.10932459,4.672096754,-141,1438.5,NA,,,,,,
527,ENSG00000122873,STAR,3349,2431.004113,HISAT2,3208,2307.056468,8.184383297,141,3278.5,NA,,,,,,
528,ENSG00000153944,STAR,3368,2347.916477,HISAT2,3227,2246.538075,8.152251461,141,3297.5,NA,,,,,,
529,ENSG00000065559,STAR,3728,1444.817583,HISAT2,3587,1398.229017,7.670396848,141,3657.5,NA,,,,,,
530,ENSG00000140450,STAR,4020,1911.430825,HISAT2,3879,1861.151644,7.952265648,141,3949.5,1,,,,,,
531,ENSG00000103365,STAR,4148,1465.171866,HISAT2,4007,1408.468452,7.682208719,141,4077.5,NA,,,,,,
532,ENSG00000155918,STAR,842,63.45751804,HISAT2,702,55.51441858,4.513216368,140,772,2,,,,,,
533,ENSG00000261210,STAR,1694,66.54076841,HISAT2,1834,65.01508178,4.595607704,-140,1764,5,,,,,,
534,ENSG00000157617,STAR,3032,283.2380979,HISAT2,2892,275.3420051,6.042416897,140,2962,NA,,,,,,
535,ENSG00000164484,STAR,3425,2054.48858,HISAT2,3285,2021.43572,8.0278702,140,3355,NA,,,,,,
536,ENSG00000161526,STAR,3547,1247.424988,HISAT2,3407,1157.023052,7.509848293,140,3477,NA,,,,,,
537,ENSG00000163602,STAR,3837,1248.408819,HISAT2,3697,1207.926227,7.524222222,140,3767,2,,,,,,
538,ENSG00000100580,STAR,4057,1305.5398,HISAT2,3917,1274.819359,7.571962448,140,3987,1,,,,,,
539,ENSG00000148498,STAR,4063,685.7653622,HISAT2,3923,656.5391141,6.921692621,140,3993,NA,,,,,,
540,ENSG00000186469,STAR,4131,4555.654801,HISAT2,3991,4411.961565,8.81902009,140,4061,16,,,,,,
541,ENSG00000100129,STAR,4381,6523.720282,HISAT2,4241,5893.609557,9.155939629,140,4311,NA,,,,,,
542,ENSG00000114933,STAR,4383,3865.414605,HISAT2,4243,3786.344105,8.658447352,140,4313,3,,,,,,
543,ENSG00000146376,STAR,4400,4127.357968,HISAT2,4260,4010.91735,8.721409408,140,4330,NA,,,,,,
544,ENSG00000116005,STAR,4436,3947.703479,HISAT2,4296,3812.076101,8.674836314,140,4366,NA,,,,,,
545,ENSG00000278129,STAR,2908,278.9012708,HISAT2,3047,265.6977285,6.020416697,-139,2977.5,1,,,,,,
546,ENSG00000116209,STAR,3386,10832.80207,HISAT2,3247,10463.91585,9.684383332,139,3316.5,NA,,,,,,
547,ENSG00000189180,STAR,3428,3315.836448,HISAT2,3289,3227.799185,8.503040724,139,3358.5,NA,,,,,,
548,ENSG00000010219,STAR,3486,789.5154349,HISAT2,3347,762.6283686,7.065467853,139,3416.5,NA,,,,,,
549,ENSG00000151348,STAR,3934,943.4737078,HISAT2,3795,904.5821254,7.241197767,139,3864.5,NA,,,,,,
550,ENSG00000173275,STAR,4030,2256.677722,HISAT2,3891,2204.362788,8.119356646,139,3960.5,NA,,,,,,
551,ENSG00000205423,STAR,4053,930.3204969,HISAT2,3914,885.8740837,7.224940962,139,3983.5,NA,,,,,,
552,ENSG00000144028,STAR,4106,2715.634053,HISAT2,3967,2617.797496,8.300164109,139,4036.5,NA,,,,,,
553,ENSG00000096093,STAR,4259,14086.64969,HISAT2,4120,13492.58984,9.944290888,139,4189.5,NA,,,,,,
554,ENSG00000266602,STAR,1262,30.98979726,HISAT2,1124,28.70508886,3.814241291,138,1193,NA,,,,,,
555,ENSG00000259668,STAR,1265,70.94102654,HISAT2,1127,64.43216366,4.63625315,138,1196,NA,,,,,,
556,ENSG00000135521,STAR,2309,600.9042021,HISAT2,2171,578.6887415,6.791500719,138,2240,1,,,,,,
557,ENSG00000164983,STAR,2551,741.7273685,HISAT2,2413,720.5215148,7.004871215,138,2482,1,,,,,,
558,ENSG00000070501,STAR,3021,744.83582,HISAT2,2883,716.6030722,7.005913541,138,2952,NA,,,,,,
559,ENSG00000185495,STAR,3202,686.8418634,HISAT2,3064,649.9067557,6.919481499,138,3133,NA,,,,,,
560,ENSG00000170448,STAR,3220,542.7861268,HISAT2,3082,524.8750486,6.691120066,138,3151,NA,,,,,,
561,ENSG00000167283,STAR,3836,5918.210866,HISAT2,3698,5606.160378,9.073522563,138,3767,8,,,,,,
562,ENSG00000167904,STAR,3842,4272.209681,HISAT2,3704,3921.624556,8.73761656,138,3773,NA,,,,,,
563,ENSG00000250182,STAR,4177,37637.34063,HISAT2,4039,32432.37864,10.89402323,138,4108,NA,,,,,,
564,ENSG00000197961,STAR,4182,1541.98139,HISAT2,4044,1481.439458,7.733114722,138,4113,NA,,,,,,
565,ENSG00000113569,STAR,4237,1935.615332,HISAT2,4099,1868.335799,7.961991777,138,4168,NA,,,,,,
566,ENSG00000171681,STAR,4377,5240.379513,HISAT2,4239,5053.030871,8.957625743,138,4308,NA,,,,,,
567,ENSG00000173418,STAR,4413,4010.818729,HISAT2,4275,3868.09555,8.690283354,138,4344,NA,,,,,,
568,ENSG00000261522,STAR,532,24.59180709,HISAT2,669,17.49251344,3.506699801,-137,600.5,2,,,,,,
569,ENSG00000267871,STAR,1059,43.74312913,HISAT2,922,40.95084574,4.162292141,137,990.5,NA,,,,,,
570,ENSG00000177736,STAR,1548,71.82800021,HISAT2,1411,68.14414567,4.662495942,137,1479.5,1,,,,,,
571,ENSG00000176407,STAR,2699,637.5587456,HISAT2,2562,616.8755516,6.852238892,137,2630.5,NA,,,,,,
572,ENSG00000138613,STAR,3234,652.5914343,HISAT2,3097,636.4558893,6.878140436,137,3165.5,NA,,,,,,
573,ENSG00000164434,STAR,3370,1126.626241,HISAT2,3233,1077.08606,7.417682061,137,3301.5,NA,,,,,,
574,ENSG00000109920,STAR,3566,1956.513205,HISAT2,3429,1892.986162,7.97350213,137,3497.5,16,,,,,,
575,ENSG00000147454,STAR,3798,1045.810112,HISAT2,3661,991.4979044,7.340549562,137,3729.5,NA,,,,,,
576,ENSG00000198498,STAR,4055,1195.238551,HISAT2,3918,1144.536511,7.477325249,137,3986.5,NA,,,,,,
577,ENSG00000112078,STAR,4209,1017.401137,HISAT2,4072,973.4345539,7.315962234,137,4140.5,NA,,,,,,
578,ENSG00000167699,STAR,4221,6389.213743,HISAT2,4084,6176.255356,9.156659115,137,4152.5,NA,,,,,,
579,ENSG00000227373,STAR,233,12.63088738,HISAT2,97,10.90786148,2.895072808,136,165,NA,,,,,,
580,ENSG00000065882,STAR,1512,153.0646589,HISAT2,1376,147.473707,5.42407524,136,1444,NA,,,,,,
581,ENSG00000271913,STAR,2344,95.4560281,HISAT2,2208,92.4408747,4.953546046,136,2276,NA,,,,,,
582,ENSG00000189221,STAR,2463,186.1352636,HISAT2,2327,181.514579,5.623629536,136,2395,NA,,,,,,
583,ENSG00000231738,STAR,2745,505.9022172,HISAT2,2609,478.8650879,6.613833461,136,2677,NA,,,,,,
584,ENSG00000138185,STAR,3014,994.0373645,HISAT2,2878,968.2393362,7.298551343,136,2946,NA,,,,,,
585,ENSG00000143437,STAR,3262,2536.576798,HISAT2,3126,2439.882094,8.231247702,136,3194,NA,,,,,,
586,ENSG00000130338,STAR,3316,1679.607331,HISAT2,3180,1619.995063,7.819879287,136,3248,NA,,,,,,
587,ENSG00000168152,STAR,3887,1082.278995,HISAT2,3751,1061.43612,7.385849252,136,3819,NA,,,,,,
588,ENSG00000124097,STAR,3897,1859.626576,HISAT2,3761,1606.949129,7.887246565,136,3829,NA,,,,,,
589,ENSG00000150760,STAR,4005,1254.992905,HISAT2,3869,1202.882838,7.526412897,136,3937,NA,,,,,,
590,ENSG00000111052,STAR,4067,1584.337984,HISAT2,3931,1554.372406,7.767062531,136,3999,4,,,,,,
591,ENSG00000068697,STAR,4210,21549.86464,HISAT2,4074,20805.45772,10.37200863,136,4142,2,,,,,,
592,ENSG00000073969,STAR,4343,5422.409991,HISAT2,4207,5245.379922,8.992818483,136,4275,16,,,,,,
593,ENSG00000281649,STAR,4408,2557.205832,HISAT2,4272,2484.049123,8.242553797,136,4340,NA,,,,,,
594,ENSG00000184160,STAR,584,21.75116416,HISAT2,719,18.91623202,3.440715492,-135,651.5,2,,,,,,
595,ENSG00000163576,STAR,2431,192.635913,HISAT2,2296,186.7666093,5.656059003,135,2363.5,NA,,,,,,
596,ENSG00000143507,STAR,2438,903.6178437,HISAT2,2303,856.4177884,7.194306766,135,2370.5,NA,,,,,,
597,ENSG00000133401,STAR,2793,209.2176397,HISAT2,2928,196.012315,5.727576463,-135,2860.5,NA,,,,,,
598,ENSG00000136273,STAR,3026,580.7305925,HISAT2,3161,553.6475405,6.754084574,-135,3093.5,NA,,,,,,
599,ENSG00000147202,STAR,3052,611.0673165,HISAT2,2917,583.0674214,6.805280625,135,2984.5,NA,,,,,,
600,ENSG00000156502,STAR,3623,386.0787986,HISAT2,3488,369.2215117,6.346845374,135,3555.5,NA,,,,,,
601,ENSG00000151470,STAR,3661,516.6472996,HISAT2,3526,499.3552844,6.641606286,135,3593.5,NA,,,,,,
602,ENSG00000164066,STAR,3776,2810.433033,HISAT2,3641,2724.582544,8.336324412,135,3708.5,NA,,,,,,
603,ENSG00000105185,STAR,3793,640.459289,HISAT2,3928,594.1694793,6.843263721,-135,3860.5,NA,,,,,,
604,ENSG00000140367,STAR,4015,766.9930053,HISAT2,3880,740.1602837,7.036212825,135,3947.5,NA,,,,,,
605,ENSG00000111961,STAR,4197,6870.680308,HISAT2,4062,6678.816788,9.231131599,135,4129.5,NA,,,,,,
606,ENSG00000134717,STAR,4368,6883.313524,HISAT2,4233,6361.019268,9.216702407,135,4300.5,NA,,,,,,
607,ENSG00000149273,STAR,4373,17530.68642,HISAT2,4238,15012.03147,10.12809811,135,4305.5,NA,,,,,,
608,ENSG00000100387,STAR,4394,4257.489689,HISAT2,4259,4015.043364,8.742735682,135,4326.5,3,,,,,,
609,ENSG00000146416,STAR,4429,2496.25284,HISAT2,4294,2386.044925,8.213185323,135,4361.5,NA,,,,,,
610,ENSG00000123500,STAR,876,34.64233456,HISAT2,742,33.65826967,3.941027662,134,809,NA,,,,,,
611,ENSG00000164007,STAR,899,100.2931336,HISAT2,765,90.6390645,4.980950123,134,832,NA,,,,,,
612,ENSG00000198590,STAR,2161,267.8443639,HISAT2,2027,259.793519,5.98580135,134,2094,NA,,,,,,
613,ENSG00000066027,STAR,3164,583.7020368,HISAT2,3030,570.3716152,6.767214054,134,3097,NA,,,,,,
614,ENSG00000136895,STAR,3544,474.8512147,HISAT2,3410,453.4579632,6.553335214,134,3477,NA,,,,,,
615,ENSG00000107854,STAR,3911,2412.418193,HISAT2,3777,2347.42013,8.18482842,134,3844,1,,,,,,
616,ENSG00000149136,STAR,3931,1363.311075,HISAT2,3797,1309.498054,7.609891983,134,3864,5,,,,,,
617,ENSG00000170153,STAR,3961,2175.548682,HISAT2,3827,2117.540194,8.081573606,134,3894,NA,,,,,,
618,ENSG00000087263,STAR,4364,2398.518725,HISAT2,4230,2274.6574,8.170708274,134,4297,NA,,,,,,
619,ENSG00000130772,STAR,1507,277.8976979,HISAT2,1640,255.8663777,6.005936538,-133,1573.5,5,,,,,,
620,ENSG00000205771,STAR,2451,179.311028,HISAT2,2584,168.3164885,5.573936747,-133,2517.5,5,,,,,,
621,ENSG00000102763,STAR,2983,219.2444474,HISAT2,2850,212.5104181,5.785361406,133,2916.5,NA,,,,,,
622,ENSG00000236264,STAR,3020,822.4997405,HISAT2,3153,649.8613346,7.045280293,-133,3086.5,NA,,,,,,
623,ENSG00000163634,STAR,3176,1087.155725,HISAT2,3043,1039.415512,7.382039409,133,3109.5,NA,,,,,,
624,ENSG00000096080,STAR,3267,568.4295999,HISAT2,3400,519.4233372,6.719183754,-133,3333.5,NA,,,,,,
625,ENSG00000072756,STAR,3327,1702.850266,HISAT2,3194,1618.517468,7.828877918,133,3260.5,NA,,,,,,
626,ENSG00000132963,STAR,3847,8892.09886,HISAT2,3714,8393.142689,9.479502265,133,3780.5,2,,,,,,
627,ENSG00000050165,STAR,3921,920.9147668,HISAT2,3788,886.9840734,7.218475037,133,3854.5,NA,,,,,,
628,ENSG00000158321,STAR,4079,1084.695862,HISAT2,3946,1030.2279,7.377640034,133,4012.5,NA,,,,,,
629,ENSG00000162433,STAR,4108,7325.383744,HISAT2,3975,7055.215557,9.292196037,133,4041.5,NA,,,,,,
630,ENSG00000105176,STAR,4150,1006.29029,HISAT2,4017,970.9624516,7.307719629,133,4083.5,NA,,,,,,
631,ENSG00000113971,STAR,4276,776.0814603,HISAT2,4143,746.0186312,7.046726279,133,4209.5,NA,,,,,,
632,ENSG00000136754,STAR,4299,3713.04298,HISAT2,4166,3536.573055,8.609102961,133,4232.5,NA,,,,,,
633,ENSG00000198740,STAR,4432,6877.72648,HISAT2,4299,6738.140596,9.234720426,133,4365.5,4,,,,,,
634,ENSG00000101782,STAR,4435,2560.912434,HISAT2,4302,2475.814542,8.242445694,133,4368.5,NA,,,,,,
635,ENSG00000162458,STAR,430,53.56725852,HISAT2,562,48.8994473,4.356926523,-132,496,NA,,,,,,
636,ENSG00000273344,STAR,2130,85.59615657,HISAT2,1998,81.10609916,4.837465382,132,2064,NA,,,,,,
637,ENSG00000166046,STAR,2429,363.1188255,HISAT2,2297,350.987577,6.2889966,132,2363,NA,,,,,,
638,ENSG00000149212,STAR,3354,16230.7453,HISAT2,3222,15875.05757,10.09279606,132,3288,NA,,,,,,
639,ENSG00000113648,STAR,3413,1258.106487,HISAT2,3281,1213.159726,7.530848141,132,3347,NA,,,,,,
640,ENSG00000170145,STAR,3474,418.111712,HISAT2,3342,406.6892749,6.432065674,132,3408,2,,,,,,
641,ENSG00000155324,STAR,3747,5587.52024,HISAT2,3615,5451.847475,9.02562924,132,3681,NA,,,,,,
642,ENSG00000182831,STAR,3831,666.0547489,HISAT2,3699,647.8234173,6.897671061,132,3765,NA,,,,,,
643,ENSG00000198668,STAR,3967,8997.442061,HISAT2,3835,8645.933676,9.497052642,132,3901,NA,,,,,,
644,ENSG00000198642,STAR,4062,931.681122,HISAT2,3930,909.2317664,7.234391446,132,3996,1,,,,,,
645,ENSG00000177954,STAR,4333,20494.07596,HISAT2,4201,17958.05008,10.2912333,132,4267,NA,,,,,,
646,ENSG00000205302,STAR,4390,8090.156366,HISAT2,4258,7806.684562,9.392120003,132,4324,13,,,,,,
647,ENSG00000103042,STAR,1753,132.8645427,HISAT2,1622,122.1249998,5.267482019,131,1687.5,16,,,,,,
648,ENSG00000170873,STAR,2125,242.6022672,HISAT2,1994,235.7369551,5.887410802,131,2059.5,NA,,,,,,
649,ENSG00000273173,STAR,2283,85.68994221,HISAT2,2152,84.97021427,4.853396903,131,2217.5,3,,,,,,
650,ENSG00000001084,STAR,2644,1579.759773,HISAT2,2513,1519.058638,7.757602355,131,2578.5,NA,,,,,,
651,ENSG00000120899,STAR,2694,300.6846439,HISAT2,2563,275.197049,6.082865205,131,2628.5,NA,,,,,,
652,ENSG00000251474,STAR,2976,570.5620009,HISAT2,2845,532.8038352,6.729780961,131,2910.5,8,,,,,,
653,ENSG00000097096,STAR,3121,580.9577114,HISAT2,2990,563.2289109,6.759918817,131,3055.5,2,,,,,,
654,ENSG00000155097,STAR,3893,5471.335052,HISAT2,3762,5278.417435,9.000920194,131,3827.5,NA,,,,,,
655,ENSG00000134058,STAR,4047,2724.914007,HISAT2,3916,2559.830823,8.295256266,131,3981.5,15,,,,,,
656,ENSG00000138663,STAR,4135,5550.262887,HISAT2,4004,5310.013263,9.012531851,131,4069.5,11,,,,,,
657,ENSG00000075142,STAR,4154,1206.042428,HISAT2,4023,1165.098267,7.489183752,131,4088.5,NA,,,,,,
658,ENSG00000168710,STAR,4347,4055.304334,HISAT2,4216,3908.873916,8.70113698,131,4281.5,NA,,,,,,
659,ENSG00000134769,STAR,4409,5251.726531,HISAT2,4278,5093.210508,8.961665116,131,4343.5,NA,,,,,,
660,ENSG00000174695,STAR,4441,9405.491635,HISAT2,4310,9178.796811,9.546447545,131,4375.5,NA,,,,,,
661,ENSG00000196696,STAR,2213,220.2562599,HISAT2,2083,181.5534771,5.739899011,130,2148,NA,,,,,,
662,ENSG00000232656,STAR,2311,186.5257517,HISAT2,2181,180.8646253,5.623866103,130,2246,NA,,,,,,
663,ENSG00000187889,STAR,2803,1981.237212,HISAT2,2673,1923.29458,7.987145502,130,2738,NA,,,,,,
664,ENSG00000185485,STAR,3248,325.9807605,HISAT2,3378,290.9670119,6.155843312,-130,3313,NA,,,,,,
665,ENSG00000248508,STAR,3302,318.3763384,HISAT2,3172,299.1219034,6.148334291,130,3237,NA,,,,,,
666,ENSG00000128590,STAR,3360,674.685268,HISAT2,3230,653.4795919,6.909179329,130,3295,3,,,,,,
667,ENSG00000136925,STAR,3520,1161.988304,HISAT2,3390,1129.456831,7.453977034,130,3455,NA,,,,,,
668,ENSG00000143933,STAR,4227,44569.67339,HISAT2,4097,42792.85707,11.09689628,130,4162,NA,,,,,,
669,ENSG00000185088,STAR,4401,11742.06565,HISAT2,4271,11231.1049,9.761786772,130,4336,NA,,,,,,
670,ENSG00000120063,STAR,4418,4191.99972,HISAT2,4288,4100.473021,8.739093768,130,4353,NA,,,,,,
671,ENSG00000116679,STAR,4423,8041.690785,HISAT2,4293,7843.038016,9.389591369,130,4358,NA,,,,,,
672,ENSG00000117748,STAR,4433,3957.364719,HISAT2,4303,3720.491843,8.668644913,130,4368,NA,,,,,,
673,ENSG00000116171,STAR,4444,11808.70555,HISAT2,4314,11468.68929,9.77241315,130,4379,NA,,,,,,
674,ENSG00000228063,STAR,1916,84.63822959,HISAT2,2045,82.15606151,4.834027466,-129,1980.5,NA,,,,,,
675,ENSG00000223572,STAR,1931,316.1886714,HISAT2,2060,290.800963,6.134675216,-129,1995.5,NA,,,,,,
676,ENSG00000260400,STAR,2750,513.6549788,HISAT2,2621,494.5614166,6.634548843,129,2685.5,NA,,,,,,
677,ENSG00000120696,STAR,3142,507.3208991,HISAT2,3013,480.8126535,6.61703824,129,3077.5,1,,,,,,
678,ENSG00000164187,STAR,3464,927.2626106,HISAT2,3335,913.5077045,7.232745031,129,3399.5,3,,,,,,
679,ENSG00000115504,STAR,3702,1914.48729,HISAT2,3573,1863.897934,7.953823055,129,3637.5,NA,,,,,,
680,ENSG00000198093,STAR,3903,1044.079558,HISAT2,3774,1016.742297,7.347590062,129,3838.5,NA,,,,,,
681,ENSG00000168538,STAR,3923,1123.034328,HISAT2,3794,1092.469519,7.420141137,129,3858.5,NA,,,,,,
682,ENSG00000067225,STAR,4170,22570.95016,HISAT2,4041,21174.85368,10.40905066,129,4105.5,NA,,,,,,
683,ENSG00000144283,STAR,4207,2334.312536,HISAT2,4078,2218.202883,8.144218694,129,4142.5,NA,,,,,,
684,ENSG00000154813,STAR,4285,4145.736912,HISAT2,4156,4050.578039,8.727620381,129,4220.5,NA,,,,,,
685,ENSG00000134291,STAR,4338,4960.594723,HISAT2,4209,4722.357358,8.898607846,129,4273.5,NA,,,,,,
686,ENSG00000138767,STAR,4355,1725.711134,HISAT2,4226,1670.235286,7.848086226,129,4290.5,NA,,,,,,
687,ENSG00000198856,STAR,4384,7125.543594,HISAT2,4255,6794.932112,9.261319534,129,4319.5,NA,,,,,,
688,ENSG00000071205,STAR,700,27.13000291,HISAT2,828,25.81149256,3.689772785,-128,764,NA,,,,,,
689,ENSG00000234099,STAR,1419,49.42145319,HISAT2,1291,49.2343771,4.304587143,128,1355,NA,,,,,,
690,ENSG00000150556,STAR,1599,119.6152519,HISAT2,1471,115.1778903,5.177302723,128,1535,NA,,,,,,
691,ENSG00000270154,STAR,1847,66.07679914,HISAT2,1719,62.61587443,4.578669487,128,1783,NA,,,,,,
